Auctiuon_key,Rent_class,Purpose_use,Occupied_part,Rent_date,Rent_deposit,Rent_monthly_price
1137,move in,residence,all(room3),2013-08-16 00:00:00,300000000,0
1142,move in,residence,all,2012-06-18 00:00:00,70000000,0
1143,move in,residence,nan,2016-02-05 00:00:00,0,0
1143,move in,residence,nan,2016-09-23 00:00:00,0,0
1147,move in,residence,nan,1994-10-06 00:00:00,0,0
1148,move in,residence,all,2013-06-28 00:00:00,50000000,0
1149,move in,residence,all,2014-11-24 00:00:00,60000000,0
1150,move in,residence,all,2015-06-08 00:00:00,50000000,0
1151,move in,residence,nan,2005-04-27 00:00:00,0,0
1152,move in,residence,all,2016-09-13 00:00:00,35000000,350000
1153,occupation,residence,all,1111-11-11 00:00:00,0,0
1157,move in,residence,nan,2005-04-08 00:00:00,0,0
1159,move in,residence,nan,2014-06-16 00:00:00,0,0
1159,move in,residence,all,2014-06-16 00:00:00,80000000,0
1160,move in,residence,all,2014-02-26 00:00:00,150000000,0
1161,move in,residence,nan,2015-04-14 00:00:00,0,0
1161,move in,residence,all,2016-02-22 00:00:00,30000000,600000
1164,move in,residence,nan,2004-03-25 00:00:00,0,0
1168,move in,residence,all,2015-05-20 00:00:00,65000000,500000
1173,move in,residence,201No.all,2014-12-12 00:00:00,160000000,0
1174,move in,residence,all,2015-05-29 00:00:00,360000000,0
1178,move in,residence,202No.,2003-03-08 00:00:00,85000000,0
1179,move in,residence,nan,2006-02-03 00:00:00,0,0
1183,move in,residence,nan,2013-07-05 00:00:00,15000000,0
1184,move in,residence,nan,2013-07-12 00:00:00,0,0
1188,move in,residence,nan,2002-09-04 00:00:00,0,0
1188,move in,residence,nan,2015-09-02 00:00:00,0,0
1190,move in,residence,allroom3,2012-07-23 00:00:00,150000000,0
1192,move in,residence,all,2014-11-17 00:00:00,350000000,0
1194,move in,residence,nan,2005-01-29 00:00:00,0,0
1195,move in,residence,all,2002-08-30 00:00:00,0,0
1198,move in,residence,all,2012-04-30 00:00:00,170000000,0
1204,move in,residence,nan,2004-08-06 00:00:00,0,0
1210,move in,residence,all,2015-06-08 00:00:00,150000000,0
1211,move in,residence,nan,2009-09-30 00:00:00,0,0
1212,move in,residence,nan,2005-08-24 00:00:00,0,0
1212,move in,residence,nan,2011-02-01 00:00:00,0,0
1213,move in,residence,nan,2016-10-18 00:00:00,0,0
1213,move in,residence,all,2016-10-18 00:00:00,520000000,0
1214,move in,residence,all,2005-09-01 00:00:00,160000000,0
1214,move in,residence,nan,2013-10-04 00:00:00,0,0
1217,move in,residence,all,2017-03-10 00:00:00,150000000,0
1218,move in,residence,all,2011-07-20 00:00:00,0,0
1220,move in,residence,all,2016-10-28 00:00:00,178000000,0
1220,move in,residence,all,2016-10-28 00:00:00,178000000,0
1222,move in,residence,all,2010-05-28 00:00:00,175000000,0
1225,move in,residence,nan,2017-03-22 00:00:00,0,0
1227,move in,residence,nan,2014-01-21 00:00:00,0,0
1228,move in,residence,all,2016-12-13 00:00:00,50000000,400000
1230,move in,residence,all,2015-03-06 00:00:00,125000000,0
1231,move in,residence,nan,2015-07-30 00:00:00,0,0
1231,move in,residence,all,2015-07-30 00:00:00,400000000,0
1232,move in,residence,all,2016-02-29 00:00:00,20000000,400000
1235,move in,residence,nan,2008-08-21 00:00:00,0,0
1236,move in,residence,room2,2014-07-02 00:00:00,66000000,0
1238,move in,residence,nan,2016-06-16 00:00:00,0,0
1239,move in,residence,303No.all,2015-04-21 00:00:00,60000000,250000
1240,move in,residence,room1,2015-11-04 00:00:00,5000000,150000
1242,move in,residence,all,2014-06-27 00:00:00,115000000,0
1243,move in,residence,nan,2012-10-26 00:00:00,0,0
1247,move in,residence,room2,2015-03-04 00:00:00,50000000,0
1248,occupation,residence,all,1111-11-11 00:00:00,450000000,0
1249,move in,residence,nan,2014-04-21 00:00:00,190000000,0
1251,move in,residence,nan,2015-02-25 00:00:00,0,0
1254,move in,residence,nan,2013-02-18 00:00:00,0,0
1260,move in,residence,all,2008-09-29 00:00:00,50000000,0
1260,move in,residence,all,2008-07-14 00:00:00,50000000,0
1261,move in,residence,all,2010-05-14 00:00:00,100000000,0
1263,move in,residence,nan,2011-05-03 00:00:00,0,0
1264,move in,residence,all,2015-12-21 00:00:00,480000000,0
1266,move in,residence,all,2013-03-11 00:00:00,360000000,0
1267,move in,residence,nan,2009-03-27 00:00:00,0,0
1268,move in,residence,nan,2016-10-11 00:00:00,0,0
1270,move in,residence,all,2011-09-30 00:00:00,100000000,0
1271,move in,residence,nan,2016-04-05 00:00:00,0,0
1271,move in,residence,all,2016-04-05 00:00:00,230000000,0
1277,move in,residence,all,2015-11-19 00:00:00,180000000,0
1279,move in,residence,room3,2010-04-07 00:00:00,40000000,800000
1281,move in,residence,room1,2013-02-28 00:00:00,30000000,0
1281,move in,being unknown,nan,2013-02-28 00:00:00,0,0
1286,move in,,nan,2006-12-12 00:00:00,0,0
1287,move in,residence,all(room3칸),2002-12-04 00:00:00,125000000,0
1291,move in,residence,allroom4,2011-12-23 00:00:00,180000000,0
1295,move in,,2303No.,2010-05-03 00:00:00,0,0
1295,move in,,2303No.,2005-07-28 00:00:00,0,0
1295,move in,residence,room4,2003-11-14 00:00:00,160000000,0
1298,move in,,905No.,2014-11-11 00:00:00,0,0
1299,move in,residence,701No.,2008-06-02 00:00:00,0,0
1300,move in,residence,all,2012-11-12 00:00:00,140000000,0
1300,move in,residence,room2,2012-11-12 00:00:00,140000000,0
1304,move in,,202No.,2005-10-31 00:00:00,0,0
1304,move in,,202No.,2012-06-28 00:00:00,0,0
1310,move in,,707No.,2013-10-16 00:00:00,0,0
1310,move in,,room3,2013-10-16 00:00:00,30000000,200000
1311,move in,residence,203No.room3,2014-05-01 00:00:00,190000000,0
1315,move in,residence,room3,2014-03-27 00:00:00,70000000,0
1318,move in,residence,room1,2010-04-13 00:00:00,100000000,0
1322,move in,residence,allroom3,2013-10-02 00:00:00,28000000,0
1323,move in,,partroom1,2013-10-02 00:00:00,3000000,300000
1326,move in,residence,room4,2011-03-29 00:00:00,220000000,0
1327,move in,,room2,2015-04-30 00:00:00,30000000,300000
1327,move in,,room1,2015-06-02 00:00:00,25000000,100000
1329,move in,,1109No.,1997-10-15 00:00:00,0,0
1333,move in,,room3,2011-03-31 00:00:00,130000000,0
1336,move in,,102-501No.,2015-02-03 00:00:00,0,0
1338,move in,residence,all,2010-07-28 00:00:00,60000000,0
1338,move in,,10building101No.,2008-10-02 00:00:00,0,0
1338,move in,residence,room2,2010-07-28 00:00:00,60000000,0
1339,move in,,1401No.,2014-10-23 00:00:00,0,0
1339,move in,residence,1401No.,2014-10-23 00:00:00,300000000,0
1342,move in,residence,all,2008-06-13 00:00:00,290000000,0
1343,move in,residence,allroom3,2011-08-17 00:00:00,155000000,0
1345,move in,,room3,2014-06-02 00:00:00,32000000,500000
1346,move in,residence,2002No.all,2012-12-26 00:00:00,209000000,0
1348,occupation,,all,1111-11-11 00:00:00,10000000,0
1350,move in,residence,allroom4,2014-05-07 00:00:00,380000000,0
1353,move in,residence,allroom3,2015-07-23 00:00:00,20000000,600000
1355,move in,residence,all,2009-07-27 00:00:00,300000000,0
1355,move in,residence,room4,2009-07-27 00:00:00,300000000,0
1359,move in,,nan,2010-11-01 00:00:00,0,0
1365,move in,residence,room2,2014-05-08 00:00:00,10000000,0
1365,move in,being unknown,nan,2012-08-14 00:00:00,0,0
1366,move in,residence,1502No.room4,2009-05-04 00:00:00,320000000,0
1368,move in,,room2,2011-01-24 00:00:00,38000000,0
1373,move in,residence,room2,2013-08-30 00:00:00,50000000,500000
1374,move in,,nan,2010-01-21 00:00:00,0,0
1375,move in,,401No.,2015-08-20 00:00:00,0,0
1375,move in,,room3,2015-08-20 00:00:00,50000000,500000
1377,move in,residence,all,2015-07-27 00:00:00,350000000,0
1378,move in,residence,allroom3,2015-07-27 00:00:00,10000000,50000
1378,move in,,103No.,2004-12-06 00:00:00,0,0
1379,occupation,residence,all,1111-11-11 00:00:00,20000000,0
1381,move in,residence,allroom3,2013-10-18 00:00:00,220000000,0
1381,move in,,401No.,2006-11-08 00:00:00,0,0
1382,move in,,404No.,2014-05-20 00:00:00,0,0
1383,occupation,residence,all,1111-11-11 00:00:00,20000000,0
1384,move in,,nan,2012-05-01 00:00:00,0,0
1384,move in,,room1,2015-03-23 00:00:00,35000000,300000
1386,move in,residence,room2,2010-07-12 00:00:00,72000000,0
1389,move in,,1207No.,2012-02-22 00:00:00,0,0
1391,move in,residence,all,2013-11-08 00:00:00,150000000,0
1392,move in,residence,room2,2013-10-10 00:00:00,130000000,0
1397,move in,,301No.,2015-01-21 00:00:00,0,0
1397,move in,,301No.,2010-06-29 00:00:00,0,0
1398,move in,residence,all,1999-01-06 00:00:00,80000000,0
1399,move in,,1302No.,1999-04-10 00:00:00,0,0
1400,move in,,room2,2007-03-22 00:00:00,140000000,0
1402,move in,,1201No.,2014-12-10 00:00:00,0,0
1406,move in,residence,all,2013-12-12 00:00:00,110000000,500000
1409,move in,,302No.,2010-04-19 00:00:00,0,0
1411,occupation,residence,104No.all,1111-11-11 00:00:00,20000000,0
1412,move in,residence,room4,2012-11-05 00:00:00,340000000,0
1413,move in,residence,allroom3,2005-05-02 00:00:00,160000000,0
1414,move in,,nan,2009-03-13 00:00:00,0,0
1415,move in,Daycare Center,allroom2,2009-09-28 00:00:00,25000000,550000
1416,move in,,207No.,2010-05-12 00:00:00,0,0
1418,move in,residence,allroom2,2013-09-09 00:00:00,190000000,0
1419,move in,,914No.,2014-02-21 00:00:00,0,0
1419,move in,,914No.,2014-03-14 00:00:00,0,0
1420,move in,,101No.,2007-10-24 00:00:00,0,0
1421,move in,residence,allroom3,2014-06-05 00:00:00,98000000,0
1421,move in,residence,allroom3,2014-06-05 00:00:00,42000000,0
1423,move in,residence,part(8floorroom1),2016-01-14 00:00:00,107000000,0
1424,move in,being unknown,103building204No.,2013-08-01 00:00:00,0,0
1426,move in,,502No.,2004-03-26 00:00:00,0,0
1426,move in,,502No.,2015-05-14 00:00:00,0,0
1433,move in,residence,702No.all,2012-06-22 00:00:00,205000000,0
1433,move in,residence,allroom4,2012-06-22 00:00:00,205000000,0
1436,move in,residence,allroom3,2014-04-11 00:00:00,220000000,0
1439,move in,residence,all,2011-08-22 00:00:00,0,0
1441,move in,residence,room3,2009-06-29 00:00:00,185000000,0
1443,move in,residence,nan,2014-02-10 00:00:00,0,0
1443,move in,residence,room3,2014-02-10 00:00:00,70000000,800000
1445,move in,residence,room2,2015-11-30 00:00:00,10000000,0
1446,move in,residence,allroom3,2014-04-04 00:00:00,250000000,0
1447,move in,,all,2012-03-23 00:00:00,0,0
1447,move in,,all,2013-05-20 00:00:00,0,0
1447,move in,residence,room3,2013-05-20 00:00:00,150000000,0
1449,move in,being unknown,406building204No.,2003-09-15 00:00:00,0,0
1450,move in,,all,2007-10-10 00:00:00,0,0
1450,move in,,1floorroom1,2012-03-19 00:00:00,10000000,0
1450,move in,,room2,2016-03-21 00:00:00,5000000,300000
1451,move in,,nan,2016-03-18 00:00:00,20000000,0
1455,move in,residence,all,2016-03-11 00:00:00,50000000,500000
1457,move in,residence,all,2009-08-20 00:00:00,320000000,0
1458,move in,residence,room3,2015-06-04 00:00:00,430000000,0
1460,move in,residence,room3,2015-03-30 00:00:00,400000000,0
1462,move in,,"allroom3,part15floor",2014-11-03 00:00:00,250000000,0
1463,move in,residence,allroom2,2015-11-02 00:00:00,15000000,550000
1464,move in,,1207No.,2008-01-17 00:00:00,0,0
1464,occupation,residence,all,1111-11-11 00:00:00,10000000,0
1464,occupation,,room2,1111-11-11 00:00:00,90000000,0
1465,move in,residence,all,2015-03-26 00:00:00,280000000,0
1465,move in,residence,room3,2015-03-26 00:00:00,280000000,0
1468,move in,,all,2007-01-03 00:00:00,0,0
1469,move in,residence,allroom3,2008-10-22 00:00:00,100000000,0
1470,move in,,703No.,2012-11-21 00:00:00,0,0
1470,move in,,703No.,2015-08-12 00:00:00,0,0
1470,move in,,703No.,2013-11-11 00:00:00,0,0
1473,move in,residence,304No.all,2009-01-19 00:00:00,115000000,0
1476,move in,residence,801No.room1,2015-05-26 00:00:00,15000000,100000
1479,move in,residence,room1,2016-03-21 00:00:00,30000000,330000
1480,move in,residence,904No.room2,2011-07-08 00:00:00,130000000,0
1481,move in,residence,room2,2015-02-25 00:00:00,10000000,550000
1482,move in,residence,room2,2015-06-08 00:00:00,10000000,680000
1490,move in,residence,all,2011-05-19 00:00:00,250000000,0
1492,move in,residence,allroom3,2013-03-08 00:00:00,300000000,0
1496,move in,residence,allroom3,2014-02-17 00:00:00,260000000,0
1497,move in,,1301No.,2007-05-30 00:00:00,0,0
1497,move in,residence,room3,2007-05-30 00:00:00,25000000,300000
1498,move in,residence,allroom2,2013-07-16 00:00:00,40000000,0
1501,move in,residence,allroom3,2016-02-29 00:00:00,40000000,500000
1503,move in,residence,room3,2010-07-01 00:00:00,180000000,0
1505,move in,,404No.,2013-05-30 00:00:00,0,0
1505,move in,residence,room2,2013-05-30 00:00:00,10000000,500000
1507,move in,residence,allroom3,2013-02-27 00:00:00,85000000,0
1509,move in,residence,nan,2009-05-14 00:00:00,0,0
1510,move in,residence,1building701No.,2006-06-05 00:00:00,0,0
1510,move in,residence,1building701No.,2002-08-30 00:00:00,0,0
1511,move in,,room3,2015-03-23 00:00:00,80000000,0
1512,move in,residence,all,2006-01-06 00:00:00,90000000,0
1512,move in,residence,all,2007-05-02 00:00:00,58785714,100000
1515,move in,residence,all(room3),2011-01-10 00:00:00,140000000,0
1519,move in,,801No.,2005-07-04 00:00:00,0,0
1521,move in,residence,room1,2006-05-22 00:00:00,20000000,0
1523,move in,,402No.,2003-11-22 00:00:00,0,0
1523,move in,residence,room3,2003-11-22 00:00:00,100000000,0
1526,move in,,nan,2011-10-19 00:00:00,0,0
1531,move in,residence,room3,2013-11-12 00:00:00,240000000,0
1536,move in,residence,part(room1),2015-04-09 00:00:00,60000000,0
1537,move in,residence,allroom2,2016-07-05 00:00:00,150000000,0
1538,move in,being unknown,all,2013-07-01 00:00:00,0,0
1539,move in,,401No.,2002-10-08 00:00:00,0,0
1540,move in,,504No.,2016-08-24 00:00:00,0,0
1542,move in,residence,allroom4,2012-10-30 00:00:00,20000000,1000000
1542,move in,,203No.,2008-09-12 00:00:00,0,0
1544,move in,,201No.,2002-11-04 00:00:00,0,0
1547,move in,,102No.,2015-11-18 00:00:00,0,0
1547,move in,residence,room4,2015-11-18 00:00:00,25000000,900000
1549,move in,residence,allroom3,2011-04-12 00:00:00,130000000,0
1553,move in,being unknown,nan,2016-01-11 00:00:00,0,0
1553,move in,being unknown,room2,2016-01-11 00:00:00,60000000,0
1554,move in,,all,2014-10-10 00:00:00,0,0
1561,move in,residence,room1,2002-01-23 00:00:00,60000000,0
1564,move in,residence,room3,2015-07-17 00:00:00,270000000,0
1565,move in,residence,room4,2014-05-08 00:00:00,100000000,1000000
1566,move in,residence,room1,2015-11-13 00:00:00,35000000,0
1566,move in,,nan,2009-03-17 00:00:00,0,0
1569,move in,residence,room5,2013-11-15 00:00:00,500000000,0
1569,move in,,1401No.,2013-01-22 00:00:00,0,0
1574,move in,residence,allroom2,2010-12-29 00:00:00,105000000,0
1575,move in,residence,room3,2013-10-24 00:00:00,31000000,0
1583,move in,being unknown,709No.,1993-10-06 00:00:00,0,0
1583,move in,being unknown,709No.,1991-06-01 00:00:00,0,0
1585,move in,residence,room3,2011-08-11 00:00:00,100000000,1250000
1586,move in,,101building1305No.,2011-01-07 00:00:00,0,0
1590,move in,residence,all,2000-06-03 00:00:00,0,0
1590,move in,residence,partroom2,2011-05-19 00:00:00,75000000,0
1590,move in,residence,partroom1,2008-03-10 00:00:00,29000000,0
1592,move in,residence,all,1997-05-08 00:00:00,120000000,0
1592,move in,residence,room2,1998-12-09 00:00:00,120000000,0
1593,move in,residence,allroom3,2015-06-08 00:00:00,150000000,0
1595,move in,,104building1204No.,2013-12-09 00:00:00,0,0
1596,move in,residence,allroom3,2015-06-09 00:00:00,400000000,0
1599,move in,residence,402No.room3,2014-12-30 00:00:00,320000000,0
1601,move in,residence,2201No.all,2011-05-20 00:00:00,450000000,0
1601,move in,residence,room4,2011-05-20 00:00:00,450000000,0
1602,move in,,302No.all,2013-08-19 00:00:00,180000000,0
1603,move in,residence,allroom2,2015-03-09 00:00:00,140000000,0
1607,move in,,605No.,2014-04-18 00:00:00,0,0
1607,move in,,605No.,2014-03-20 00:00:00,0,0
1608,move in,,room3,2007-01-02 00:00:00,35000000,0
1609,move in,,1405No.,2015-03-19 00:00:00,0,0
1611,move in,,allroom1,2016-04-01 00:00:00,30000000,0
1613,move in,residence,allroom3,2016-06-08 00:00:00,40000000,400000
1616,move in,residence,all,2014-12-16 00:00:00,100000000,0
1619,move in,residence,allroom3,2011-04-19 00:00:00,200000000,0
1622,move in,residence,510No.all,2014-06-02 00:00:00,165000000,0
1622,move in,,510No.,2014-06-02 00:00:00,0,0
1623,occupation,,all,1111-11-11 00:00:00,10000000,0
1624,move in,,1009No.,2015-08-25 00:00:00,0,0
1625,occupation,,all,1111-11-11 00:00:00,6000000,0
1629,move in,residence,all,2009-11-03 00:00:00,100000000,280000
1630,move in,residence,906No.,2016-03-17 00:00:00,0,0
1633,move in,,all,2005-10-20 00:00:00,0,0
1633,move in,residence,allroom2,2005-10-20 00:00:00,10000000,650000
1637,move in,,407No.,2007-01-16 00:00:00,0,0
1638,move in,residence,Bbuilding601No.,2011-04-07 00:00:00,0,0
1640,occupation,residence,all,1111-11-11 00:00:00,0,0
1644,move in,residence,501building901No.room1,2005-12-20 00:00:00,50000000,0
1645,move in,residence,allroom4,2011-06-27 00:00:00,210000000,0
1647,move in,,allroom4,2015-07-14 00:00:00,420000000,0
1647,move in,,nan,2015-07-17 00:00:00,0,0
1648,move in,,nan,2013-04-11 00:00:00,0,0
1649,move in,residence,105No.,2016-02-12 00:00:00,2000000,145000
1649,move in,residence,all,2016-02-12 00:00:00,60000000,0
1651,move in,,all,2015-05-11 00:00:00,0,0
1651,move in,,all(room3),2015-05-11 00:00:00,300000000,0
1655,move in,being unknown,all,2006-10-09 00:00:00,0,0
1657,move in,being unknown,1006No.,2013-05-29 00:00:00,0,0
1659,move in,,all,2011-12-22 00:00:00,0,0
1659,move in,residence,all,2010-10-29 00:00:00,70000000,0
1662,occupation,residence,all,1111-11-11 00:00:00,10000000,0
1666,move in,residence,302No.,2014-04-08 00:00:00,140000000,0
1667,move in,being unknown,nan,2016-11-21 00:00:00,0,0
1669,move in,being unknown,104building1504No.,2009-10-27 00:00:00,0,0
1672,move in,,part(room3),2014-02-25 00:00:00,60000000,0
1672,move in,,part(room2),2012-02-01 00:00:00,35000000,0
1673,move in,being unknown,304No.,2015-10-02 00:00:00,0,0
1684,move in,residence,all,2014-03-26 00:00:00,200000000,0
1686,move in,residence,allroom3,2017-02-03 00:00:00,400000000,0
1691,move in,,nan,2016-02-04 00:00:00,0,0
1691,move in,,partroom2,2016-12-26 00:00:00,30000000,0
1691,move in,,nan,2016-12-26 00:00:00,0,0
1692,move in,residence,711No.,2006-05-29 00:00:00,0,0
1693,move in,residence,all(room3),2009-02-23 00:00:00,175000000,0
1695,move in,residence,nan,2014-12-31 00:00:00,0,0
1695,move in,residence,nan,2013-12-02 00:00:00,0,0
1701,move in,residence,all,2011-04-04 00:00:00,300000000,0
1705,move in,,504No.,2011-11-08 00:00:00,0,0
1705,move in,residence,504No.all,2011-11-08 00:00:00,200000000,0
1707,move in,residence,all,2014-11-11 00:00:00,185000000,0
1709,move in,,705No.,2013-03-06 00:00:00,0,0
1710,move in,being unknown,all,1993-06-07 00:00:00,0,0
1715,move in,residence,all,2014-06-30 00:00:00,210000000,0
1716,move in,,all,2017-02-02 00:00:00,20000000,600000
1718,move in,being unknown,205No.,2009-03-09 00:00:00,0,0
1718,move in,being unknown,"all(room3),part(2floorroom3)",2008-03-20 00:00:00,75000000,0
1719,move in,,all,2017-01-18 00:00:00,250000000,0
1729,move in,being unknown,all,2013-02-28 00:00:00,0,0
1734,move in,residence,all(room2),2009-10-28 00:00:00,115000000,0
1739,move in,residence,all,2003-02-04 00:00:00,30000000,0
1741,move in,residence,allroom5,2017-01-10 00:00:00,370000000,0
1749,move in,residence,all,2014-11-12 00:00:00,140000000,0
1751,move in,residence,allroom3,2011-09-22 00:00:00,210000000,0
1752,move in,being unknown,all,2015-03-20 00:00:00,0,0
1752,move in,residence,all(room2),2015-03-20 00:00:00,37000000,0
1753,move in,residence,all(room3),2015-09-25 00:00:00,240000000,0
1756,move in,,1203No.,2013-12-13 00:00:00,0,0
1757,move in,residence,nan,2016-12-15 00:00:00,0,0
1761,move in,,603No.,2015-08-12 00:00:00,0,0
1762,move in,,2304No.,2016-08-31 00:00:00,0,0
1766,move in,being unknown,all(room2),2013-10-17 00:00:00,140000000,0
1770,move in,being unknown,all,2013-08-23 00:00:00,0,0
1772,move in,residence,all,2009-04-03 00:00:00,180000000,200000
1774,move in,residence,allroom3,2015-04-15 00:00:00,220000000,0
1775,move in,being unknown,allroom2,2014-09-19 00:00:00,165000000,0
1776,move in,residence,401No.,2009-01-28 00:00:00,0,0
1776,move in,residence,401No.,2009-01-28 00:00:00,0,0
1777,move in,residence,501No.,2010-06-10 00:00:00,0,0
1777,move in,residence,501No.,2014-07-11 00:00:00,0,0
1778,move in,residence,502No.,2010-05-19 00:00:00,0,0
1778,move in,residence,502No.,2015-07-10 00:00:00,0,0
1778,move in,residence,502No.,2015-07-10 00:00:00,0,0
1778,move in,residence,502No.,2015-06-23 00:00:00,0,0
1778,move in,residence,502No.,2015-07-10 00:00:00,0,0
1778,move in,residence,502No.,2015-07-10 00:00:00,0,0
1778,move in,residence,502No.,2015-07-10 00:00:00,0,0
1779,move in,residence,601No.,2010-09-20 00:00:00,0,0
1779,move in,residence,601No.,2012-11-06 00:00:00,0,0
1780,move in,residence,602No.,2015-12-24 00:00:00,0,0
1781,move in,residence,701No.,2011-02-23 00:00:00,0,0
1781,move in,residence,701No.,2014-07-22 00:00:00,0,0
1782,move in,residence,702No.,2010-08-20 00:00:00,0,0
1782,move in,residence,702No.,2012-10-15 00:00:00,0,0
1783,move in,residence,801No.,2009-10-26 00:00:00,0,0
1785,move in,residence,901No.,2007-09-19 00:00:00,0,0
1785,move in,residence,901No.,2013-04-10 00:00:00,0,0
1786,move in,residence,902No.,2009-02-13 00:00:00,0,0
1787,move in,residence,1001No.,2008-01-25 00:00:00,0,0
1787,move in,residence,1001No.,2008-02-12 00:00:00,0,0
1788,move in,residence,1002No.,2011-11-21 00:00:00,0,0
1789,move in,residence,1101No.,2007-09-13 00:00:00,0,0
1789,move in,residence,1101No.,2008-01-10 00:00:00,0,0
1790,move in,residence,1102No.,2008-09-10 00:00:00,0,0
1791,move in,residence,1201No.,2007-10-22 00:00:00,0,0
1792,move in,residence,1202No.,2010-12-08 00:00:00,0,0
1793,move in,residence,1301No.,2010-02-04 00:00:00,0,0
1793,move in,residence,1301No.,2012-09-14 00:00:00,0,0
1794,move in,residence,1302No.,2010-10-01 00:00:00,0,0
1794,move in,residence,1302No.,2015-01-20 00:00:00,0,0
1795,move in,residence,1401No.,2012-03-30 00:00:00,0,0
1795,move in,residence,1401No.,2012-03-30 00:00:00,0,0
1796,move in,residence,1402No.,2007-09-21 00:00:00,0,0
1797,move in,residence,1502No.,2009-03-16 00:00:00,0,0
1797,move in,residence,1502No.,2012-07-30 00:00:00,0,0
1801,occupation,residence,nan,1111-11-11 00:00:00,0,0
1802,move in,residence,nan,1994-05-23 00:00:00,0,0
1803,occupation,residence,1024No.all,1111-11-11 00:00:00,60000000,250000
1803,move in,residence,nan,2013-08-21 00:00:00,0,0
1807,move in,residence,nan,2011-06-23 00:00:00,0,0
1809,move in,residence,all,2005-02-15 00:00:00,60000000,1000000
