Auctiuon_key,Rent_class,Purpose_use,Occupied_part,Rent_date,Rent_deposit,Rent_monthly_price
1812,move in,residence,1103No.all,2014-12-18 00:00:00,20000000,1200000
1813,move in,residence,all,2007-03-06 00:00:00,135000000,0
1818,move in,residence,nan,1998-05-13 00:00:00,0,0
1821,move in,residence,110No.all,2015-09-17 00:00:00,5000000,200000
1822,move in,residence,nan,2015-02-23 00:00:00,0,0
1826,occupation,residence,402No.all,1111-11-11 00:00:00,75000000,0
1827,occupation,residence,all,1111-11-11 00:00:00,50000000,0
1828,occupation,residence,partroom1,1111-11-11 00:00:00,500000,200000
1828,move in,residence,nan,2003-10-07 00:00:00,0,0
1832,move in,residence,all,2011-04-04 00:00:00,50000000,0
1837,move in,residence,nan,2009-08-27 00:00:00,0,0
1838,move in,residence,nan,2006-11-30 00:00:00,0,0
1840,move in,residence,partroom1,2014-07-15 00:00:00,18000000,0
1840,occupation,residence,partroom1,1111-11-11 00:00:00,17000000,0
1841,move in,residence,nan,2011-02-07 00:00:00,0,0
1844,move in,residence,all,2014-12-26 00:00:00,3000000,0
1844,occupation,residence,all,1111-11-11 00:00:00,60000000,0
1845,move in,residence,1712No.all,2004-11-25 00:00:00,38600000,0
1846,move in,residence,nan,2009-10-28 00:00:00,0,0
1846,occupation,residence,all,1111-11-11 00:00:00,37900000,0
1852,occupation,residence,302No.all,1111-11-11 00:00:00,140000000,0
1855,move in,residence,part,2015-04-14 00:00:00,20000000,0
1859,move in,residence,all,2015-04-27 00:00:00,60000000,200000
1860,move in,residence,all,2015-05-06 00:00:00,60000000,150000
1861,move in,residence,all,2015-05-27 00:00:00,80000000,0
1862,move in,residence,all,2015-04-21 00:00:00,30000000,450000
1863,move in,residence,all,2015-04-27 00:00:00,80000000,0
1864,move in,residence,all,2015-07-03 00:00:00,80000000,0
1866,move in,residence,all,2015-04-28 00:00:00,15000000,600000
1867,move in,residence,all,2015-04-20 00:00:00,80000000,0
1870,move in,residence,room2,2013-03-19 00:00:00,50000000,0
1870,move in,residence,nan,2012-05-21 00:00:00,0,0
1871,move in,residence,nan,1997-01-14 00:00:00,0,0
1877,move in,residence,all,2013-11-13 00:00:00,230000000,0
1878,move in,residence,nan,1997-11-08 00:00:00,0,0
1880,move in,residence,all,2008-11-20 00:00:00,45000000,0
1881,move in,residence,all,1992-06-06 00:00:00,31000000,0
1883,move in,residence,all,2010-06-10 00:00:00,90000000,0
1898,move in,residence,room1,2015-08-24 00:00:00,20000000,0
1901,move in,residence,all,2011-05-23 00:00:00,145000000,0
1902,move in,residence,all,2013-12-27 00:00:00,32000000,0
1907,move in,residence,all,2013-11-06 00:00:00,30000000,300000
1912,move in,residence,all,2012-11-23 00:00:00,300000000,0
1914,move in,residence,all,2013-10-04 00:00:00,180000000,0
1915,move in,residence,all,2013-12-24 00:00:00,130000000,0
1917,move in,residence,all,2007-04-24 00:00:00,70000000,0
1917,move in,residence,nan,2007-04-24 00:00:00,0,0
1919,move in,residence,nan,2007-10-31 00:00:00,0,0
1923,move in,residence,603No.all,2013-04-08 00:00:00,35000000,400000
1924,occupation,residence,nan,1111-11-11 00:00:00,0,0
1928,move in,residence,nan,2012-11-23 00:00:00,0,0
1929,move in,residence,nan,2011-04-19 00:00:00,0,0
1931,move in,residence,all,2011-07-29 00:00:00,50000000,0
1933,move in,residence,nan,2015-03-17 00:00:00,0,0
1936,occupation,residence,all,1111-11-11 00:00:00,90000000,0
1938,move in,residence,all,2014-11-10 00:00:00,140000000,0
1943,move in,residence,302No.all,2013-10-10 00:00:00,160000000,0
1946,occupation,residence,nan,1111-11-11 00:00:00,0,0
1948,move in,residence,all,2012-05-08 00:00:00,42000000,0
1951,move in,residence,nan,2015-09-09 00:00:00,0,0
1952,move in,residence,all,2012-10-30 00:00:00,70000000,0
1953,move in,residence,nan,2015-04-20 00:00:00,0,0
1955,move in,residence,all,2013-01-14 00:00:00,100000000,300000
1959,move in,residence,nan,2013-03-06 00:00:00,0,0
1960,move in,residence,all,2013-05-15 00:00:00,120000000,0
1968,move in,residence,608No.,2015-11-02 00:00:00,0,0
1968,move in,residence,room3.of.room1,2015-12-14 00:00:00,20000000,0
1969,move in,residence,room3,2015-01-22 00:00:00,50000000,0
1970,move in,residence,all,2014-07-29 00:00:00,40000000,0
1970,occupation,residence,nan,1111-11-11 00:00:00,0,0
1970,occupation,residence,nan,1111-11-11 00:00:00,0,0
1975,move in,residence,nan,2016-01-22 00:00:00,0,0
1976,move in,residence,all,2012-02-15 00:00:00,50000000,650000
1977,move in,residence,room1,2015-06-09 00:00:00,30000000,0
1978,move in,residence,nan,2003-12-17 00:00:00,0,0
1981,move in,residence,all,2013-07-23 00:00:00,40000000,150000
1983,move in,residence,all,2014-11-17 00:00:00,30000000,900000
1986,occupation,residence,all,1111-11-11 00:00:00,50000000,0
1987,move in,residence,304No.,2005-04-19 00:00:00,8000000,0
1990,move in,residence,all,2011-10-11 00:00:00,180000000,0
1993,move in,residence,partroom1,2010-07-05 00:00:00,20000000,100000
1993,move in,residence,partroom2,1997-03-14 00:00:00,20000000,100000
1999,move in,residence,all,2012-05-02 00:00:00,15000000,300000
2000,move in,residence,all,2013-12-30 00:00:00,25000000,200000
2001,move in,residence,all,2015-04-01 00:00:00,50000000,1100000
2004,move in,residence,all,2016-02-22 00:00:00,50000000,0
2004,move in,residence,nan,2015-03-19 00:00:00,0,0
2006,move in,residence,all,2005-11-22 00:00:00,90000000,0
2008,move in,residence,all,2014-10-27 00:00:00,180000000,0
2009,move in,residence,nan,2012-12-07 00:00:00,0,0
2011,move in,residence,all,2013-12-23 00:00:00,35000000,0
2011,move in,residence,51No.,2013-12-23 00:00:00,0,0
2013,move in,residence,1304No.all,2015-07-04 00:00:00,150000000,0
2015,move in,residence,all,2013-06-10 00:00:00,30000000,180000
2018,move in,residence,nan,2008-06-17 00:00:00,0,0
2024,move in,residence,nan,1999-12-18 00:00:00,0,0
2025,move in,residence,all,2010-11-05 00:00:00,40000000,0
2026,move in,residence,nan,2014-01-10 00:00:00,0,0
2033,move in,residence,nan,1993-11-24 00:00:00,0,0
2040,move in,residence,all,2016-03-11 00:00:00,10000000,500000
2047,move in,residence,all,2015-02-06 00:00:00,20000000,550000
2048,move in,residence,all,2000-01-17 00:00:00,50000000,0
2055,move in,residence,all,2013-06-28 00:00:00,5000000,400000
2059,move in,residence,all,2013-02-04 00:00:00,150000000,0
2062,move in,residence,all,2016-02-04 00:00:00,35000000,290000
2066,move in,residence,room1,2016-06-07 00:00:00,20000000,0
2070,move in,residence,room1,2016-06-03 00:00:00,20000000,0
2075,move in,residence,all,2010-05-31 00:00:00,50000000,0
2077,move in,residence,nan,2016-04-05 00:00:00,0,0
2077,move in,residence,nan,2008-01-31 00:00:00,0,0
2078,move in,residence,all,2016-05-09 00:00:00,20000000,550000
2080,move in,residence,nan,2011-04-25 00:00:00,0,0
2082,move in,residence,room4,2015-05-08 00:00:00,290000000,0
2086,move in,residence,all,1999-05-26 00:00:00,20000000,0
2088,occupation,residence,all,1111-11-11 00:00:00,140000000,0
2089,move in,residence,1103No.all,2016-01-28 00:00:00,190000000,0
2093,occupation,residence,nan,1111-11-11 00:00:00,0,0
2095,move in,residence,nan,2015-03-19 00:00:00,0,0
2098,move in,residence,all,2014-07-29 00:00:00,50000000,0
2104,move in,residence,all,2016-04-26 00:00:00,50000000,0
2108,move in,residence,partroom2,2016-07-11 00:00:00,80000000,0
2109,move in,residence,1304No.all,2014-06-30 00:00:00,80000000,0
2110,move in,residence,601No.room1,2016-04-29 00:00:00,60000000,0
2114,move in,residence,all,2016-01-18 00:00:00,70000000,0
2115,move in,residence,1302No.all,2014-01-21 00:00:00,190000000,0
2120,move in,residence,704No.all,2015-12-04 00:00:00,10000000,200000
2123,move in,residence,all,1991-03-01 00:00:00,30000000,0
2124,move in,residence,nan,1999-06-18 00:00:00,0,0
2126,move in,residence,all,2014-05-19 00:00:00,30000000,0
2127,move in,residence,room3,2014-12-04 00:00:00,15000000,0
2131,move in,residence,all,2008-04-14 00:00:00,0,0
2133,occupation,residence,part,1111-11-11 00:00:00,40000000,400000
2140,move in,residence,all,2016-05-11 00:00:00,340000000,0
2144,move in,residence,all,2012-09-13 00:00:00,10000000,0
2148,move in,residence,nan,2015-02-17 00:00:00,0,0
2153,move in,residence,partroom1,2014-12-31 00:00:00,15000000,100000
2154,occupation,residence,all,1111-11-11 00:00:00,70000000,0
2159,move in,residence,nan,2016-04-08 00:00:00,0,0
2165,move in,residence,all,2016-08-10 00:00:00,20000000,300000
2166,move in,residence,nan,2015-02-09 00:00:00,0,0
2168,move in,residence,all,2016-02-19 00:00:00,20000000,700000
2169,move in,residence,all,2013-11-07 00:00:00,170000000,0
2170,move in,residence,all,2013-12-19 00:00:00,170000000,0
2171,move in,residence,1811No.all,2009-03-30 00:00:00,60000000,0
2172,move in,residence,nan,2013-07-05 00:00:00,0,0
2176,move in,residence,all,2016-03-16 00:00:00,380000000,0
2177,move in,residence,nan,2015-11-24 00:00:00,0,0
2177,move in,residence,all,2015-07-02 00:00:00,200000000,0
2178,move in,residence,nan,2011-04-12 00:00:00,0,0
2182,move in,residence,all,2011-05-25 00:00:00,0,0
2187,move in,residence,nan,2016-10-02 00:00:00,0,0
2190,move in,residence,room3.of.room1,2012-08-06 00:00:00,18000000,0
2191,move in,residence,1201No.all,2015-10-22 00:00:00,20000000,400000
2195,move in,residence,all,2007-02-16 00:00:00,35000000,0
2196,move in,residence,all,1992-08-07 00:00:00,20000000,0
2197,move in,residence,all,1992-08-08 00:00:00,20000000,0
2199,move in,residence,nan,2004-05-11 00:00:00,0,0
2200,move in,residence,all,1998-12-07 00:00:00,0,0
2202,move in,residence,all,2016-11-01 00:00:00,78000000,0
2209,move in,residence,all,2012-07-04 00:00:00,80000000,0
2209,occupation,residence,nan,1111-11-11 00:00:00,0,0
2212,occupation,residence,nan,1111-11-11 00:00:00,0,0
2214,move in,residence,nan,2016-10-24 00:00:00,0,0
2217,move in,residence,nan,2005-06-22 00:00:00,0,0
2217,occupation,residence,nan,1111-11-11 00:00:00,110000000,0
2219,move in,residence,nan,2007-10-31 00:00:00,0,0
2222,move in,residence,all,1999-06-15 00:00:00,80000000,0
2225,occupation,residence,nan,1111-11-11 00:00:00,0,0
2226,move in,residence,nan,2014-01-17 00:00:00,0,0
2229,move in,residence,all,2015-06-30 00:00:00,50000000,150000
2231,move in,residence,nan,2016-09-22 00:00:00,0,0
2231,move in,residence,303No.all,2010-08-16 00:00:00,60000000,0
2237,move in,residence,all,2014-12-16 00:00:00,20000000,500000
2238,move in,residence,all,2017-01-09 00:00:00,30000000,500000
2241,move in,residence,all,2007-12-07 00:00:00,55000000,0
2244,move in,residence,all,2014-12-04 00:00:00,100000000,0
2250,move in,residence,all,2015-01-20 00:00:00,180000000,0
2251,move in,residence,part,2011-07-07 00:00:00,7000000,0
2254,move in,residence,all,2013-10-28 00:00:00,160000000,0
2256,move in,residence,all,2007-11-28 00:00:00,0,0
2257,move in,residence,all,2013-12-04 00:00:00,20000000,200000
2258,move in,residence,all,2014-01-08 00:00:00,80000000,0
2260,move in,residence,303No.,2001-08-27 00:00:00,0,0
2261,occupation,residence,all,1111-11-11 00:00:00,50000000,0
2261,move in,residence,nan,2004-09-21 00:00:00,0,0
2262,move in,residence,nan,2015-05-28 00:00:00,0,0
2265,move in,residence,room1,2016-03-31 00:00:00,30000000,0
2267,move in,residence,partroom2,2015-11-02 00:00:00,40000000,0
2272,occupation,residence,nan,1111-11-11 00:00:00,0,0
2272,move in,residence,all,2015-11-03 00:00:00,40000000,0
2284,occupation,residence,nan,1111-11-11 00:00:00,0,0
2287,occupation,residence,1001No.all,1111-11-11 00:00:00,60000000,0
2288,move in,residence,nan,2014-11-27 00:00:00,0,0
2291,move in,residence,401No.room1,2014-07-10 00:00:00,25000000,0
2292,move in,residence,partroom1,2006-08-11 00:00:00,20000000,0
2295,move in,residence,all,2012-03-19 00:00:00,0,0
2299,move in,residence,1701No.all,2013-10-21 00:00:00,60000000,0
2301,move in,residence,all,2013-10-28 00:00:00,55000000,0
2302,move in,residence,all,2015-12-29 00:00:00,115000000,0
2303,occupation,residence,nan,1111-11-11 00:00:00,0,0
2311,occupation,residence,all,1111-11-11 00:00:00,50000000,0
2311,move in,residence,nan,2016-08-16 00:00:00,0,0
2312,move in,residence,nan,2002-08-28 00:00:00,0,0
2314,move in,residence,room2,2016-09-21 00:00:00,50000000,0
2316,move in,residence,nan,2010-06-28 00:00:00,0,0
2321,move in,residence,all,2014-04-28 00:00:00,130000000,0
2324,move in,residence,nan,2005-06-22 00:00:00,230000000,0
2329,occupation,residence,all,1111-11-11 00:00:00,70000000,0
2331,move in,residence,all,2014-03-21 00:00:00,3000000,250000
2332,move in,residence,큰room,2012-03-29 00:00:00,20000000,0
2332,occupation,residence,작은room,1111-11-11 00:00:00,10000000,0
2334,move in,residence,all,2016-06-13 00:00:00,10000000,450000
2334,move in,residence,nan,2016-06-13 00:00:00,0,0
2337,move in,residence,all,2016-09-26 00:00:00,20000000,500000
2341,move in,residence,all,2014-12-16 00:00:00,150000000,0
2353,move in,residence,all,2015-04-20 00:00:00,70000000,0
2362,move in,residence,nan,2014-07-21 00:00:00,0,0
2364,move in,residence,all,2017-01-16 00:00:00,30000000,1100000
2364,occupation,residence,all,1111-11-11 00:00:00,350000000,0
2367,move in,residence,all,2009-09-23 00:00:00,28000000,0
2370,move in,residence,all,2001-05-15 00:00:00,50000000,0
2371,move in,residence,all,2011-10-10 00:00:00,40000000,0
2373,move in,residence,all,2016-12-07 00:00:00,240000000,0
2380,move in,residence,allroom3,2015-12-21 00:00:00,20000000,350000
2386,move in,residence,all,2003-09-26 00:00:00,75000000,0
2389,move in,residence,all,2016-01-08 00:00:00,160000000,0
2390,move in,residence,all,2016-11-17 00:00:00,80000000,0
2397,occupation,residence,all,1111-11-11 00:00:00,50000000,0
2398,move in,residence,all,2013-12-09 00:00:00,190000000,0
2401,move in,residence,all,2014-11-12 00:00:00,20000000,400000
2403,move in,residence,nan,2004-06-17 00:00:00,0,0
2404,move in,residence,nan,2012-06-25 00:00:00,0,0
2405,move in,residence,nan,2017-01-09 00:00:00,0,0
2405,move in,residence,all,2016-11-17 00:00:00,20000000,1200000
2406,move in,residence,all,2012-04-10 00:00:00,95000000,0
2409,move in,residence,all,2015-07-15 00:00:00,40000000,0
2411,move in,residence,all,2016-04-15 00:00:00,200000000,0
2411,occupation,residence,all,1111-11-11 00:00:00,200000000,0
2415,move in,residence,nan,2010-06-09 00:00:00,0,0
2416,move in,residence,all,2013-10-23 00:00:00,40000000,300000
2418,move in,residence,all,2014-10-21 00:00:00,65000000,0
2420,move in,residence,건물.of.part(서쪽16.53㎡),2003-06-07 00:00:00,7000000,0
2421,move in,residence,nan,1990-10-12 00:00:00,0,0
2422,move in,residence,all,2015-02-09 00:00:00,20000000,1050000
2423,move in,residence,all,2013-12-16 00:00:00,150000000,0
2426,move in,residence,all,2012-05-02 00:00:00,470000000,0
2428,move in,residence,all,2012-03-08 00:00:00,70000000,0
2433,move in,residence,nan,2013-02-27 00:00:00,0,0
2434,move in,residence,1805No.,2015-03-24 00:00:00,6500000,300000
2439,move in,residence,all,2015-04-09 00:00:00,20000000,300000
2441,move in,residence,all,2008-08-29 00:00:00,230000000,0
2443,move in,residence,601No.all,2013-11-01 00:00:00,110000000,0
2444,move in,residence,1002No.all,2015-04-17 00:00:00,110000000,0
2445,move in,residence,nan,2015-08-25 00:00:00,0,0
2447,move in,residence,all,2014-01-10 00:00:00,20000000,1300000
2448,move in,residence,nan,2015-06-05 00:00:00,0,0
2453,occupation,residence,411No.,1111-11-11 00:00:00,0,0
2457,move in,residence,nan,2014-04-02 00:00:00,0,0
2461,move in,residence,all,2015-07-22 00:00:00,40000000,0
2464,move in,residence,all,2014-12-15 00:00:00,100000000,300000
2465,move in,residence,allroom3,2015-02-23 00:00:00,75000000,0
2468,move in,residence,nan,2013-01-17 00:00:00,0,0
2471,move in,residence,nan,2006-03-02 00:00:00,0,0
2476,move in,residence,room2,2014-05-16 00:00:00,70000000,0
2478,move in,residence,room4,2003-11-03 00:00:00,150000000,0
2480,move in,residence,all,2015-06-12 00:00:00,30000000,2000000
2484,move in,residence,room3all,2013-12-17 00:00:00,20000000,200000
2486,move in,residence,all,2015-11-25 00:00:00,30000000,700000
2487,move in,residence,nan,2015-01-13 00:00:00,0,0
2489,move in,residence,nan,2014-02-19 00:00:00,0,0
2491,move in,residence,allroom3,2014-11-18 00:00:00,20000000,400000
2492,move in,residence,2buildingA104No.,2012-11-05 00:00:00,0,0
2494,move in,residence,nan,2014-03-21 00:00:00,0,0
2495,move in,residence,nan,2012-02-07 00:00:00,0,0
2496,move in,residence,703No.all,2010-06-30 00:00:00,30000000,100000
2497,move in,residence,all(room3),2013-06-19 00:00:00,30000000,700000
2499,move in,residence,nan,2012-09-12 00:00:00,0,0
2501,move in,residence,nan,2010-01-07 00:00:00,0,0
2501,move in,residence,nan,2015-12-08 00:00:00,0,0
2503,move in,residence,nan,2003-05-29 00:00:00,0,0
2506,move in,residence,allroom3,2015-03-10 00:00:00,29000000,250000
2507,move in,residence,room1,2011-11-16 00:00:00,80000000,0
2509,move in,residence,nan,2014-02-25 00:00:00,0,0
2510,move in,residence,allroom2,2011-12-06 00:00:00,70000000,0
2512,move in,residence,nan,2012-05-23 00:00:00,0,0
2516,move in,residence,nan,2016-04-04 00:00:00,0,0
2516,move in,residence,nan,2016-01-15 00:00:00,0,0
2517,move in,residence,all,2013-03-29 00:00:00,120000000,0
2521,move in,residence,nan,2010-03-25 00:00:00,0,0
2522,move in,residence,room3,2013-12-17 00:00:00,60000000,0
2527,move in,residence,nan,2010-01-19 00:00:00,0,0
2528,move in,residence,all(room2),2012-12-05 00:00:00,150000000,0
2531,move in,residence,all,2012-05-21 00:00:00,45000000,0
2532,move in,residence,nan,2003-04-21 00:00:00,0,0
2533,move in,residence,nan,2013-01-15 00:00:00,0,0
2533,move in,residence,nan,2014-05-27 00:00:00,0,0
2533,occupation,residence,all,1111-11-11 00:00:00,100000000,0
2535,move in,residence,all,2011-04-11 00:00:00,80000000,0
2536,move in,residence,nan,2013-05-13 00:00:00,0,0
2537,move in,residence,all,2016-06-01 00:00:00,15000000,350000
2542,move in,residence,nan,2004-04-19 00:00:00,0,0
2542,move in,residence,nan,1996-11-21 00:00:00,0,0
2547,move in,residence,nan,2016-05-12 00:00:00,0,0
2549,move in,residence,all(room2),2012-07-26 00:00:00,80000000,0
2553,move in,residence,all,2012-07-02 00:00:00,50000000,0
2561,move in,residence,nan,2000-11-24 00:00:00,0,0
2563,move in,residence,all,2016-03-04 00:00:00,19000000,100000
2564,move in,residence,all,2016-08-10 00:00:00,30000000,50000
2568,move in,residence,all,2016-05-26 00:00:00,5000000,400000
2571,move in,residence,allroom2,1996-05-09 00:00:00,20000000,0
2571,occupation,residence,all,1111-11-11 00:00:00,6500000,0
2572,move in,residence,all,2013-07-26 00:00:00,50000000,0
2577,move in,residence,5103No.all,2015-11-02 00:00:00,100000000,2000000
2578,move in,residence,411No.all,2011-05-20 00:00:00,45000000,0
2586,move in,residence,room1,2016-02-25 00:00:00,20000000,0
2586,move in,residence,room2,2016-06-07 00:00:00,40000000,0
2588,move in,residence,nan,2011-07-14 00:00:00,0,0
2590,move in,residence,602No.all,2007-03-29 00:00:00,300000000,0
2593,move in,residence,nan,2016-07-08 00:00:00,0,0
2595,move in,residence,all,2015-07-27 00:00:00,50000000,0
2597,move in,residence,all,2015-08-21 00:00:00,100000000,0
2618,move in,residence,all,2007-09-12 00:00:00,48000000,0
2621,move in,residence,nan,1990-05-29 00:00:00,0,0
2621,move in,residence,nan,1990-06-05 00:00:00,0,0
2622,move in,residence,all,2012-04-24 00:00:00,10000000,500000
2623,move in,residence,501No.all,2015-03-27 00:00:00,102000000,0
2626,move in,residence,nan,2009-09-08 00:00:00,0,0
2627,move in,residence,all,2015-04-16 00:00:00,250000000,0
2628,move in,residence,room2,2014-04-07 00:00:00,15000000,0
2629,move in,residence,nan,2007-03-05 00:00:00,0,0
2631,move in,residence,nan,2015-05-07 00:00:00,0,0
2632,move in,residence,1101No.all,2015-06-11 00:00:00,110000000,0
2633,occupation,residence,all,1111-11-11 00:00:00,800000000,0
2636,move in,residence,all,2014-08-18 00:00:00,20000000,500000
2640,move in,residence,all,2015-04-02 00:00:00,100000000,0
2643,move in,residence,nan,2012-04-19 00:00:00,0,0
2643,move in,residence,nan,2001-04-24 00:00:00,0,0
2644,move in,residence,allroom2,2015-02-09 00:00:00,20000000,500000
2645,move in,residence,nan,2016-01-20 00:00:00,20000000,500000
2646,move in,residence,allroom2,2014-10-27 00:00:00,20000000,500000
2647,move in,residence,303No.all,2014-10-17 00:00:00,160000000,0
2648,move in,residence,nan,2012-11-13 00:00:00,0,0
2649,move in,residence,nan,2016-04-19 00:00:00,0,0
2649,move in,residence,nan,2016-04-19 00:00:00,50000000,200000
2650,move in,residence,102No.all(room3),2011-10-31 00:00:00,30000000,0
2651,move in,residence,1701No.,2015-10-23 00:00:00,0,0
2653,move in,residence,part(room1),2016-05-03 00:00:00,20000000,200000
2656,move in,residence,nan,2002-10-21 00:00:00,0,0
2657,move in,residence,nan,2014-01-06 00:00:00,0,0
2657,move in,residence,allroom4,2014-02-27 00:00:00,40000000,0
2658,move in,residence,all,2000-02-23 00:00:00,30000000,0
2661,move in,residence,nan,2015-08-21 00:00:00,0,0
2662,occupation,residence,all,1111-11-11 00:00:00,30000000,0
2662,move in,residence,room3,2014-02-20 00:00:00,30000000,300000
2669,move in,residence,nan,2015-03-10 00:00:00,0,0
2674,move in,residence,all,2013-10-29 00:00:00,30000000,650000
2675,move in,residence,nan,2013-09-13 00:00:00,0,0
2676,move in,residence,nan,2015-07-28 00:00:00,0,0
2677,move in,residence,nan,2009-04-23 00:00:00,0,0
2678,move in,residence,all,2010-07-15 00:00:00,70000000,400000
2679,move in,residence,nan,2017-06-19 00:00:00,20000000,1300000
2680,move in,residence,nan,2009-01-19 00:00:00,0,0
2681,move in,residence,partroom1,2015-01-30 00:00:00,30000000,0
2683,move in,residence,all,2013-08-30 00:00:00,0,0
2688,move in,residence,nan,2017-07-10 00:00:00,0,0
2690,move in,residence,all,2015-04-27 00:00:00,5000000,250000
2696,move in,residence,all,2015-07-08 00:00:00,160000000,0
2708,move in,residence,allroom3,2014-04-18 00:00:00,75000000,0
2718,move in,residence,all,2010-09-28 00:00:00,0,0
2718,move in,residence,nan,2010-09-28 00:00:00,125000000,0
2722,move in,residence,nan,2008-04-25 00:00:00,0,0
2732,move in,residence,nan,2012-03-22 00:00:00,75000000,0
2734,occupation,residence,all,1111-11-11 00:00:00,100000000,0
2742,move in,residence,room3,2015-12-08 00:00:00,180000000,0
2745,move in,residence,all(room3),2016-03-28 00:00:00,130000000,0
2749,move in,residence,all,2006-07-21 00:00:00,100000000,0
2749,move in,residence,nan,2008-01-18 00:00:00,0,0
2749,move in,residence,nan,2004-08-11 00:00:00,0,0
2749,move in,residence,nan,2001-10-04 00:00:00,0,0
2754,move in,residence,nan,2009-05-29 00:00:00,0,0
2756,move in,residence,nan,2007-05-10 00:00:00,0,0
2761,move in,residence,nan,2007-01-18 00:00:00,0,0
